,item_id,Wrong_S,Right_S,category,Wrong_W,Right_W,loc,difficulty,reason
1014,1015,"""성공할 수 있는데도 지래 포기하는 건 아쉬워."""," ""성공할 수 있는데도 지레 포기하는 건 아쉬워.""",0," ""지래"""," ""지레"""," ""성공할 수 있는데도 [지레] 포기하는 건 아쉬워.""",2, '지레'는 받침이 있는 말 뒤에 붙어 쓰이는 의존명사입니다. 따라서 '지레 겁을 먹다/지레짐작하다/지레 포기하다'처럼 씁니다.
1015,1016,"""나쁜 습관을 즈려밟고 앞으로 나아가자."""," ""나쁜 습관을 지르밟고 앞으로 나아가자.""",0," ""즈려밟고"""," ""지르밟고"""," ""나쁜 습관을 [지르밟고] 앞으로 나아가자.""",5,즈려밟다'는 '지르밟다'의 방언입니다. 
1016,1017,"""그 문제를 즈려밟아야 해결할 수 있어."""," ""그 문제를 지르밟아야 해결할 수 있어.""",0," ""즈려밟아야"""," ""지르밟아야"""," ""그 문제를 [지르밟아야] 해결할 수 있어.""",5,즈려밟다'는 '지르밟다'의 방언입니다. 
1017,1018,"""그는 실수로 개미 떼를 즈려밟아 버리고는 깜짝 놀라 뒷걸음질쳤다.""","""그는 실수로 개미 떼를 지르밟아 버리고는 깜짝 놀라 뒷걸음질쳤다.""",0," ""즈려밟아"""," ""지르밟아""","""그는 실수로 개미 떼를 [즈려밟아] 버리고는 깜짝 놀라 뒷걸음질쳤다.""",5,즈려밟다'는 '지르밟다'의 방언입니다. 
1018,1019,"""그는 약속을 지키기는커녕 늦었을 뿐이다."""," ""그는 약속을 지키기는커녕 늦었을 뿐이다.""",2," ""지키기는 커녕"""," ""지키기는커녕"""," ""그는 약속을 [지키기는커녕] 늦었을 뿐이다.""",4, '하기는커녕'은 하나의 단어입니다. 따라서 붙여 써야 합니다.
1019,1020,"""그녀는 지저분한 옷을 보고 짓궃게 웃었다."""," ""그녀는 지저분한 옷을 보고 짓궂게 웃었다.""",0," ""짓궃게"""," ""짓궂게"""," ""그녀는 지저분한 옷을 보고 [짓궂게] 웃었다.""",3, '짓궂다'가 맞는 말입니다. '짖궂다'는 잘못 쓴 것입니다.
1020,1021,"""아이들이 짓궃게 장난을 쳐서 난감했다."""," ""아이들이 짓궂게 장난을 쳐서 난감했다.""",0," ""짓궃게"""," ""짓궂게"""," ""[짓궂게] 장난을 쳐서 난감했다.""",3, '짓궂다'가 맞는 말입니다. '짖궂다'는 잘못 쓴 것입니다.
1021,1022,"""그녀는 매일매일 짖궂게 굴어."""," ""그녀는 매일매일 짓궂게 굴어.""",0," ""짖궂게"""," ""짓궂게"""," ""그녀는 매일매일 [짓궂게] 굴어.""",3, '짓궂다'가 맞는 말입니다. '짖궂다'는 잘못 쓴 것입니다.
1022,1023,"""그의 얼굴에 짓궃은 미소가 번졌다."""," ""그의 얼굴에 짓궂은 미소가 번졌다.""",0," ""짓궃은"""," ""짓궂은"""," ""그의 얼굴에 [짓궂은] 미소가 번졌다.""",3, '짓궂다'가 맞는 말입니다. '짖궂다'는 잘못 쓴 것입니다.
1023,1024,"""아이들이 짖궃은 장난을 쳤다."""," ""아이들이 짓궂은 장난을 쳤다.""",0," ""짖궃은"""," ""짓궂은"""," ""아이들이 [짓궂은] 장난을 쳤다.""",3, '짓궂다'가 맞는 말입니다. '짖궂다'는 잘못 쓴 것입니다.
1024,1025,"""그는 가끔씩 짖궂은 말투로 농담을 건넸다."""," ""그는 가끔씩 짓궂은 말투로 농담을 건넸다.""",0," ""짖궂은"""," ""짓궂은"""," ""그는 가끔씩 [짓궂은] 말투로 농담을 건넸다.""",3, '짓궂다'가 맞는 말입니다. '짖궂다'는 잘못 쓴 것입니다.
1025,1026,"""그녀는 이야기를 짜집기하는 데 능숙하다."""," ""그녀는 이야기를 짜깁기하는 데 능숙하다.""",0," ""짜집기"""," ""짜깁기"""," ""그녀는 이야기를 [짜깁기]하는 데 능숙하다.""",4,짜깁기'는 '직물의 찢어진 곳을 그 감의 올을 살려 본디대로 흠집 없이 짜서 깁는 일'과 '글이나 영화 따위를 편집하여 하나의 완성품으로 만드는 일'을 뜻하는 말입니다. 
1026,1027,"""그 영화는 여러 장면을 짜집기한 것이다."""," ""그 영화는 여러 장면을 짜깁기한 것이다.""",0," ""짜집기"""," ""짜깁기"""," ""그 영화는 여러 장면을 [짜깁기]한 것이다.""",4,짜깁기'는 '직물의 찢어진 곳을 그 감의 올을 살려 본디대로 흠집 없이 짜서 깁는 일'과 '글이나 영화 따위를 편집하여 하나의 완성품으로 만드는 일'을 뜻하는 말입니다. 
1027,1028,"""그는 짜집기로 보고서를 완성했다."""," ""그는 짜깁기로 보고서를 완성했다.""",0," ""짜집기"""," ""짜깁기"""," ""그는 [짜깁기로] 보고서를 완성했다.""",4,짜깁기'는 '직물의 찢어진 곳을 그 감의 올을 살려 본디대로 흠집 없이 짜서 깁는 일'과 '글이나 영화 따위를 편집하여 하나의 완성품으로 만드는 일'을 뜻하는 말입니다. 
1028,1029,"""바닷바람이 짭잘하게 불어왔다."""," ""바닷바람이 짭짤하게 불어왔다.""",0," ""짭잘하게"""," ""짭짤하게"""," ""바닷바람이 [짭짤하게] 불어왔다.""",3, '짭짤하다'는 형용사입니다. 그런데 '짭잘하다'는 동사의 어간에 접미사 '-하다'가 붙은 파생어로 간주합니다. 그래서 '짭잘한 맛'처럼 쓸 수 있습니다.
1029,1030,"""이 간장은 너무 짭잘하니 주의해서 사용해."""," ""이 간장은 너무 짭짤하니 주의해서 사용해.""",0," ""짭잘하니"""," ""짭짤하니"""," ""이 간장은 너무 [짭짤하니] 주의해서 사용해.""",3, '짭짤하다'는 형용사입니다. 그런데 '짭잘하다'는 동사의 어간에 접미사 '-하다'가 붙은 파생어로 간주합니다. 그래서 '짭잘한 맛'처럼 쓸 수 있습니다.
1030,1031,"""음식이 짭잘해서 계속 먹고 싶어."""," ""음식이 짭짤해서 계속 먹고 싶어.""",0," ""짭잘해서"""," ""짭짤해서"""," ""음식이 [짭짤해서] 계속 먹고 싶어.""",3, '짭짤하다'는 형용사입니다. 그런데 '짭잘하다'는 동사의 어간에 접미사 '-하다'가 붙은 파생어로 간주합니다. 그래서 '짭잘한 맛'처럼 쓸 수 있습니다.
1031,1032,"""별로 중요하지 않은 일로 째째하게 굴지 마."""," ""별로 중요하지 않은 일로 쩨쩨하게 굴지 마.""",0," ""째째하게"""," ""쩨쩨하게"""," ""별로 중요하지 않은 일로 [쩨쩨하게] 굴지 마.""",3, '쩨쩨하다'는 형용사입니다. 형용사는 활용을 합니다. 즉 어미가 바뀔 수 있습니다. 그런데 '째째하게'는 '쩨쩨하-'에 부사형 어미 '-게'가 붙은 것이 아닙니다. '째째하다'의 어간 '째째하-'에 접미사 '-히'가 붙어 파생된 말로 보아야 합니다. 그러므로 '쩨쩨하게'라고 써야 맞습니다.
1032,1033,"""항상 째째하게 생각하면 큰 일을 이룰 수 없다."""," ""항상 쩨쩨하게 생각하면 큰 일을 이룰 수 없다.""",0," ""째째하게"""," ""쩨쩨하게"""," ""항상 [쩨쩨하게] 생각하면 큰 일을 이룰 수 없다.""",3, '쩨쩨하다'는 형용사입니다. 형용사는 활용을 합니다. 즉 어미가 바뀔 수 있습니다. 그런데 '째째하게'는 '쩨쩨하-'에 부사형 어미 '-게'가 붙은 것이 아닙니다. '째째하다'의 어간 '째째하-'에 접미사 '-히'가 붙어 파생된 말로 보아야 합니다. 그러므로 '쩨쩨하게'라고 써야 맞습니다.
1033,1034,"""그의 행동은 정말 째째했다.""","""그의 행동은 정말 쩨쩨했다.""",0," ""째째했다"""," ""쩨쩨했다""","""그의 행동은 정말 [째째했다].""",3," '쩨쩨하다'는 표준어이고, '째째하다'는 비표준어입니다. 이 말은 본래 '쩨쩨하다'로 쓰이다가 사람들이 발음하기 쉽게 하기 위해 '째째하다'로 변한 것인데, 그 과정에서 원래의 형태인 '쩨쩨하다'가 더 널리 쓰이게 되어 현재는 '쩨쩨하다'만 표준어로 인정되고 있습니다."
1034,1035,"""과일이 상해서 주구러져버렸어."""," ""과일이 상해서 쭈그러져버렸어.""",0," ""주구러져"""," ""쭈그러져"""," ""과일이 상해서 [쭈그러져]버렸어.""",1,쭈그러져'가 올바른 표기법입니다.
1035,1036,"""캔이 바닥에 떨어져 주구러졌다."""," ""캔이 바닥에 떨어져 쭈그러졌다.""",0," ""주구러졌다"""," ""쭈그러졌다"""," ""캔이 바닥에 떨어져 [쭈그러졌다].""",1,쭈그러져'가 올바른 표기법입니다.
1036,1037,"""휴대폰 케이스가 주구러진 상태야."""," ""휴대폰 케이스가 쭈그러진 상태야.""",0," ""주구러진"""," ""쭈그러진"""," ""휴대폰 케이스가 [쭈그러진] 상태야.""",1,쭈그러져'가 올바른 표기법입니다.
1037,1038,"""뜨거운 저 찌게가 아주 맛있어 보여."""," ""뜨거운 저 찌개가 아주 맛있어 보여.""",0," ""찌게"""," ""찌개"""," ""뜨거운 저 [찌개]가 아주 맛있어 보여.""",3," '찌개'는 [찌ː지]로 발음됩니다. 이 때의 '-개'는 접미사입니다. 즉 어근인 '찌다'에 붙어 새로운 단어를 만드는 역할을 합니다. 그런데 '찌게'라고 쓰면 이것은 소리나는 대로 적은 것이 됩니다. 한글 맞춤법 제1항에서는 ""표준어를 소리대로 적되, 어법에 맞도록 함을 원칙으로 한다.""라고 규정하고 있습니다. 따라서 '찌게'라는 표기는 표준어가 아닙니다."
1038,1039,"""차돌배기 구이 정말 맛있다."""," ""차돌박이 구이 정말 맛있다.""",0," ""차돌배기"""," ""차돌박이"""," ""[차돌박이] 구이 정말 맛있다.""",3," '차돌박이'는 소의 양지머리뼈의 한복판에 붙은 기름진 고기로, 희고 단단하며 고소한 맛이 특징입니다. "
1039,1040,"""불고기엔 차돌배기를 넣어야 제 맛이다."""," ""불고기엔 차돌박이를 넣어야 제 맛이다.""",0," ""차돌배기"""," ""차돌박이"""," ""불고기엔 [차돌박이]를 넣어야 제 맛이다.""",3," '차돌박이'는 소의 양지머리뼈의 한복판에 붙은 기름진 고기로, 희고 단단하며 고소한 맛이 특징입니다. "
1040,1041,"""식당에서 차돌배기를 주문했다."""," ""식당에서 차돌박이를 주문했다.""",0," ""차돌배기"""," ""차돌박이"""," ""식당에서 [차돌박이]를 주문했다.""",3," '차돌박이'는 소의 양지머리뼈의 한복판에 붙은 기름진 고기로, 희고 단단하며 고소한 맛이 특징입니다. "
1041,1042,"""그의 표정이 찹찹해 보였다."""," ""그의 표정이 착잡해 보였다.""",1," ""찹찹해"""," ""착잡해"""," ""그의 표정이 [착잡해] 보였다.""",1," '착잡하다'는 형용사로 ""갈피를 잡을 수 없이 뒤섞여 어수선하다""라는 뜻입니다."
1042,1043,"""마음이 찹찹해지는 순간이었다."""," ""마음이 착잡해지는 순간이었다.""",1," ""찹찹해지는"""," ""착잡해지는"""," ""마음이 [착잡해지는] 순간이었다.""",1," '착잡하다'는 형용사로 ""갈피를 잡을 수 없이 뒤섞여 어수선하다""라는 뜻입니다."
1043,1044,"""그는 자기 체신을 챙기느라 바빴어."""," ""그는 자기 채신을 챙기느라 바빴어.""",0," ""체신"""," ""채신"""," ""그는 자기 [채신]을 챙기느라 바빴어.""",3,"체신'은 '몸가짐이나 행동'을 뜻하는 명사이고, '채신'은 '처신'의 잘못입니다."
1044,1045,"""체신도 없이 그런 일을 했다고?"""," ""채신도 없이 그런 일을 했다고?""",0," ""체신"""," ""채신"""," ""[채신]도 없이 그런 일을 했다고?""",3,"체신'은 '몸가짐이나 행동'을 뜻하는 명사이고, '채신'은 '처신'의 잘못입니다."
1045,1046,"""체신머리 없이 행동하는 거 보니 안타깝네."""," ""채신머리 없이 행동하는 거 보니 안타깝네.""",0," ""체신머리"""," ""채신머리"""," ""[채신머리] 없이 행동하는 거 보니 안타깝네.""",3,"체신'은 '몸가짐이나 행동'을 뜻하는 명사이고, '채신'은 '처신'의 잘못입니다."
1046,1047,"""이 프로젝트는 내가 아닌 다른 팀원의 책임이예요."""," ""이 프로젝트는 내가 아닌 다른 팀원의 책임이에요.""",0," ""책임이예요"""," ""책임이에요"""," ""이 프로젝트는 내가 아닌 다른 팀원의 [책임이에요].""",2,할 거이에요'의 준말이 '할 거예요'입니다. 서술격조사 어간 '이-'의 앞말에 받침이 없을 때는 줄여서 쓸 수 있습니다. 그런데 '거(의존명사)+이다(서술격조사)'로 만들어진 말은 하나의 동사이니까 붙여서 적습니다. 그래서 '할 거이에요' 또는 '할 거예요'로 적어야 합니다. 
1047,1048,"""나는 여행을 하기 전 준비가 첫번째로 중요하다고 생각해."""," ""나는 여행을 하기 전 준비가 첫 번째로 중요하다고 생각해.""",2," ""첫번째"""," ""첫 번째"""," ""나는 여행을 하기 전 준비가 [첫 번째]로 중요하다고 생각해.""",3,"첫 번째'로 띄어 쓰는 것이 맞습니다. '첫 번째'는 관형사 '첫'과 차례나 횟수를 나타내는 의존 명사 '번째'가 이어진 말로, 맨 처음의 차례나 횟수를 뜻합니다."
1048,1049,"""도전 과제에서 첫번째 문제를 해결했다."""," ""도전 과제에서 첫 번째 문제를 해결했다.""",2," ""첫번째"""," ""첫 번째"""," ""도전 과제에서 [첫 번째] 문제를 해결했다.""",3,"첫 번째'로 띄어 쓰는 것이 맞습니다. '첫 번째'는 관형사 '첫'과 차례나 횟수를 나타내는 의존 명사 '번째'가 이어진 말로, 맨 처음의 차례나 횟수를 뜻합니다."
1049,1050,"""아침부터 첫 눈이 내려서 놀랐다."""," ""아침부터 첫눈이 내려서 놀랐다.""",2," ""첫 눈"""," ""첫눈"""," ""아침부터 [첫눈]이 내려서 놀랐다.""",3, '첫눈'은 합성어 명사니까 붙여서 적습니다.
1050,1051,"""올해 크리스마스는 첫 눈이 오면 좋겠어."""," ""올해 크리스마스는 첫눈이 오면 좋겠어.""",2," ""첫 눈"""," ""첫눈"""," ""올해 크리스마스는 [첫눈]이 오면 좋겠어.""",3, '첫눈'은 합성어 명사니까 붙여서 적습니다.
1051,1052,"""갑작스러운 첫 눈에 많은 사람들이 웅크리고 있었다."""," ""갑작스러운 첫눈에 많은 사람들이 웅크리고 있었다.""",2," ""첫 눈"""," ""첫눈"""," ""갑작스러운 [첫눈]에 많은 사람들이 웅크리고 있었다.""",3, '첫눈'은 합성어 명사니까 붙여서 적습니다.
1052,1053,"""이번 주 첫 째 날에 회의가 잡혀 있어."""," ""이번 주 첫째 날에 회의가 잡혀 있어.""",2," ""첫 째"""," ""첫째"""," ""이번 주 [첫째] 날에 회의가 잡혀 있어.""",3,순서가 가장 먼저인 차례'의 뜻을 나타내는 '첫째'는 한 단어이므로 붙여 써야 합니다.
1053,1054,"""우리 반에서 첫 째로 발표하게 되었어."""," ""우리 반에서 첫째로 발표하게 되었어.""",2," ""첫 째"""," ""첫째"""," ""우리 반에서 [첫째]로 발표하게 되었어.""",3,순서가 가장 먼저인 차례'의 뜻을 나타내는 '첫째'는 한 단어이므로 붙여 써야 합니다.
1054,1055,"""막내 동생이 태어났을 때 우리 집의 첫 째가 되었어."""," ""막내 동생이 태어났을 때 우리 집의 첫째가 되었어.""",2," ""첫 째"""," ""첫째"""," ""막내 동생이 태어났을 때 우리 집의 [첫째]가 되었어.""",3,순서가 가장 먼저인 차례'의 뜻을 나타내는 '첫째'는 한 단어이므로 붙여 써야 합니다.
1055,1056,"""그 사진의 촛점을 잘못 잡았어."""," ""그 사진의 초점을 잘못 잡았어.""",0," ""촛점"""," ""초점"""," ""그 사진의 [초점]을 잘못 잡았어.""",1,"예문은 '촛점'이 명사이기 때문에 동사인 '맞추다'의 목적어로 쓰일 수 없고, 부사격조사 '에' 대신 목적격조사 '을'을 써야 합니다."
1056,1057,"""회의에서 촛점을 맞추는 것이 중요해."""," ""회의에서 초점을 맞추는 것이 중요해.""",0," ""촛점"""," ""초점"""," ""회의에서 [초점]을 맞추는 것이 중요해.""",1,"예문은 '촛점'이 명사이기 때문에 동사인 '맞추다'의 목적어로 쓰일 수 없고, 부사격조사 '에' 대신 목적격조사 '을'을 써야 합니다."
1057,1058,"""이 렌즈는 촛점이 잘 맞춰지지 않아."""," ""이 렌즈는 초점이 잘 맞춰지지 않아.""",0," ""촛점"""," ""초점"""," ""이 렌즈는 [초점]이 잘 맞춰지지 않아.""",1,"예문은 '촛점'이 명사이기 때문에 동사인 '맞추다'의 목적어로 쓰일 수 없고, 부사격조사 '에' 대신 목적격조사 '을'을 써야 합니다."
1058,1059,"""둘이 서로 치고박고 싸우더라."""," ""둘이 서로 치고받고 싸우더라.""",0," ""치고박고"""," ""치고받고"""," ""둘이 서로 [치고받고] 싸우더라.""",2,"올바른 표기는 ""치고받고"" 입니다. ""치다""와 ""받다""의 형태를 그대로 살려서 만든 표현이므로 **""치고받고""**가 맞습니다."
1059,1060,"""매번 사소한 일로 치고박고 다퉈."""," ""매번 사소한 일로 치고받고 다퉈.""",0," ""치고박고"""," ""치고받고"""," ""매번 사소한 일로 [치고받고] 다퉈.""",2,"올바른 표기는 ""치고받고"" 입니다. ""치다""와 ""받다""의 형태를 그대로 살려서 만든 표현이므로 **""치고받고""**가 맞습니다."
1060,1061,"""형제끼리 치고박고 놀았다."""," ""형제끼리 치고받고 놀았다.""",0," ""치고박고"""," ""치고받고"""," ""형제끼리 [치고받고] 놀았다.""",2,"올바른 표기는 ""치고받고"" 입니다. ""치다""와 ""받다""의 형태를 그대로 살려서 만든 표현이므로 **""치고받고""**가 맞습니다."
1061,1062,"""그는 시험을 잘 치뤘다."""," ""그는 시험을 잘 치렀다.""",0," ""치뤘다"""," ""치렀다"""," ""그는 시험을 잘 [치렀다].""",3, '치르다'는 기본형이 '치르다'입니다. 이 말은 어간 '치르-'에 어미 '-어'가 결합하면 '치러'가 됩니다. 따라서 '치렀습니다'로 써야 합니다.
1062,1063,"""그 사람에게 통채로 줘버렸어."""," ""그 사람에게 통째로 줘버렸어.""",0," ""통채로"""," ""통째로"""," ""그 사람에게 [통째로] 줘버렸어.""",2," '통째로'는 부사입니다. 부사는 용언을 수식합니다. 그런데 '통째로'의 앞에 있는 '그 집은'은 체언(명사, 대명사, 수사)이므로 이 말을 수식할 수 없습니다. 따라서 '통째로'는 잘못 쓰인 것입니다."
1063,1064,"""작은 소쿠리를 통채로 먹었다."""," ""작은 소쿠리를 통째로 먹었다.""",0," ""통채로"""," ""통째로"""," ""작은 소쿠리를 [통째로] 먹었다.""",2," '통째로'는 부사입니다. 부사는 용언을 수식합니다. 그런데 '통째로'의 앞에 있는 '그 집은'은 체언(명사, 대명사, 수사)이므로 이 말을 수식할 수 없습니다. 따라서 '통째로'는 잘못 쓰인 것입니다."
1064,1065,"""회의 내용을 통채로 이해해야 해."""," ""회의 내용을 통째로 이해해야 해.""",0," ""통채로"""," ""통째로"""," ""회의 내용을 [통째로] 이해해야 해.""",2," '통째로'는 부사입니다. 부사는 용언을 수식합니다. 그런데 '통째로'의 앞에 있는 '그 집은'은 체언(명사, 대명사, 수사)이므로 이 말을 수식할 수 없습니다. 따라서 '통째로'는 잘못 쓰인 것입니다."
1065,1066,"""그는 통채로 과일을 삼켜버렸다."""," ""그는 통째로 과일을 삼켜버렸다.""",0," ""통채로"""," ""통째로"""," ""그는 [통째로] 과일을 삼켜버렸다.""",2," '통째로'는 부사입니다. 부사는 용언을 수식합니다. 그런데 '통째로'의 앞에 있는 '그 집은'은 체언(명사, 대명사, 수사)이므로 이 말을 수식할 수 없습니다. 따라서 '통째로'는 잘못 쓰인 것입니다."
1066,1067,"""저 책을 통채로 외운다면 대단해."""," ""저 책을 통째로 외운다면 대단해.""",0," ""통채로"""," ""통째로"""," ""저 책을 [통째로] 외운다면 대단해.""",2," '통째로'는 부사입니다. 부사는 용언을 수식합니다. 그런데 '통째로'의 앞에 있는 '그 집은'은 체언(명사, 대명사, 수사)이므로 이 말을 수식할 수 없습니다. 따라서 '통째로'는 잘못 쓰인 것입니다."
1067,1068,"""통채로 주어진 기회를 잡아야 해."""," ""통째로 주어진 기회를 잡아야 해.""",0," ""통채로"""," ""통째로"""," ""[통째로] 주어진 기회를 잡아야 해.""",2," '통째로'는 부사입니다. 부사는 용언을 수식합니다. 그런데 '통째로'의 앞에 있는 '그 집은'은 체언(명사, 대명사, 수사)이므로 이 말을 수식할 수 없습니다. 따라서 '통째로'는 잘못 쓰인 것입니다."
1068,1069,"""선물 상자를 통채로 열어보았다."""," ""선물 상자를 통째로 열어보았다.""",0," ""통채로"""," ""통째로"""," ""선물 상자를 [통째로] 열어보았다.""",2," '통째로'는 부사입니다. 부사는 용언을 수식합니다. 그런데 '통째로'의 앞에 있는 '그 집은'은 체언(명사, 대명사, 수사)이므로 이 말을 수식할 수 없습니다. 따라서 '통째로'는 잘못 쓰인 것입니다."
1069,1070,"""그는 빵을 통채로 먹어버렸다."""," ""그는 빵을 통째로 먹어버렸다.""",0," ""통채로"""," ""통째로"""," ""그는 빵을 [통째로] 먹어버렸다.""",2," '통째로'는 부사입니다. 부사는 용언을 수식합니다. 그런데 '통째로'의 앞에 있는 '그 집은'은 체언(명사, 대명사, 수사)이므로 이 말을 수식할 수 없습니다. 따라서 '통째로'는 잘못 쓰인 것입니다."
1070,1071,"""많이 먹고 나니 자연스럽게 트름이 나왔다."""," ""많이 먹고 나니 자연스럽게 트림이 나왔다.""",0," ""트름"""," ""트림"""," ""많이 먹고 나니 자연스럽게 [트림]이 나왔다.""",3, '트림'이 표준어입니다. '트름'은 비표준어입니다.
1071,1072,"""저녁을 먹은 후 그는 크게 트름했다."""," ""저녁을 먹은 후 그는 크게 트림했다.""",0," ""트름"""," ""트림"""," ""저녁을 먹은 후 그는 크게 [트림]했다.""",3, '트림'이 표준어입니다. '트름'은 비표준어입니다.
1072,1073,"""차를 마신 뒤 트름을 하니 호강이 되었다."""," ""차를 마신 뒤 트림을 하니 호강이 되었다.""",0," ""트름"""," ""트림"""," ""차를 마신 뒤 [트림]을 하니 호강이 되었다.""",3, '트림'이 표준어입니다. '트름'은 비표준어입니다.
1073,1074,"""범죄자를 찾기 위해 그들은 모든 증거를 파해쳤다."""," ""범죄자를 찾기 위해 그들은 모든 증거를 파헤쳤다.""",0," ""파해쳤다"""," ""파헤쳤다"""," ""범죄자를 찾기 위해 그들은 모든 증거를 [파헤쳤다].""",4," '파헤치다'는 '파다'의 사동사입니다. 즉, '파- + -아(연결어미) + 치-(강세접사) + -다(종결어미)'로 구성된 말입니다. 따라서 '파헤치다'가 맞습니다."
1074,1075,"""옛 문서를 통해 잃어버린 비밀을 파해치려 한다."""," ""옛 문서를 통해 잃어버린 비밀을 파헤치려 한다.""",0," ""파해치려"""," ""파헤치려"""," ""옛 문서를 통해 잃어버린 비밀을 [파헤치려] 한다.""",4," '파헤치다'는 '파다'의 사동사입니다. 즉, '파- + -아(연결어미) + 치-(강세접사) + -다(종결어미)'로 구성된 말입니다. 따라서 '파헤치다'가 맞습니다."
1075,1076,"""그는 결국 폐가망신했어."""," ""그는 결국 패가망신했어.""",0," ""폐가망신"""," ""패가망신"""," ""그는 결국 [패가망신]했어.""",5, '폐가망신'은 표준어가 아닙니다. '패가망신(敗家亡身)'이 표준어입니다.
1076,1077,"""사업 실패로 폐가망신하였다."""," ""사업 실패로 패가망신하였다.""",0," ""폐가망신"""," ""패가망신"""," ""사업 실패로 [패가망신]하였다.""",5, '폐가망신'은 표준어가 아닙니다. '패가망신(敗家亡身)'이 표준어입니다.
1077,1078,"""그 선택이 폐가망신의 시작이었다."""," ""그 선택이 패가망신의 시작이었다.""",0," ""폐가망신"""," ""패가망신"""," ""그 선택이 [패가망신]의 시작이었다.""",5, '폐가망신'은 표준어가 아닙니다. '패가망신(敗家亡身)'이 표준어입니다.
1078,1079,"""하루하루가 전쟁 같다고 해서 포기할수는 없는 일이지."""," ""하루하루가 전쟁 같다고 해서 포기할 수는 없는 일이지.""",2," ""포기할수는"""," ""포기할 수는"""," ""하루하루가 전쟁 같다고 해서 [포기할 수는] 없는 일이지.""",3, '포기할 수는'이 맞습니다. 의존명사 '수'의 앞말은 반드시 관형어여야 합니다.
1079,1080,"""그 폭팔의 영향은 생각보다 컸다."""," ""그 폭발의 영향은 생각보다 컸다.""",0," ""폭팔"""," ""폭발"""," ""그 [폭발]의 영향은 생각보다 컸다.""",2, '폭발'은 한자어입니다. 이 말의 어원을 살펴보면 다음과 같습니다. 爆(터질 폭) + 發(쏠 발) = 爆發 
1080,1081,"""화산이 폭팔하자마자 주민들은 대피했다."""," ""화산이 폭발하자마자 주민들은 대피했다.""",0," ""폭팔"""," ""폭발"""," ""화산이 [폭발]하자마자 주민들은 대피했다.""",2, '폭발'은 한자어입니다. 이 말의 어원을 살펴보면 다음과 같습니다. 爆(터질 폭) + 發(쏠 발) = 爆發 
1081,1082,"""폭팔 소리에 모두가 깜짝 놀랐다."""," ""폭발 소리에 모두가 깜짝 놀랐다.""",0," ""폭팔"""," ""폭발"""," ""[폭발] 소리에 모두가 깜짝 놀랐다.""",2, '폭발'은 한자어입니다. 이 말의 어원을 살펴보면 다음과 같습니다. 爆(터질 폭) + 發(쏠 발) = 爆發 
1082,1083,"""폭팔 사건 이후 지역 주민들이 불안을 느꼈다."""," ""폭발 사건 이후 지역 주민들이 불안을 느꼈다.""",0," ""폭팔"""," ""폭발"""," ""[폭발] 사건 이후 지역 주민들이 불안을 느꼈다.""",2, '폭발'은 한자어입니다. 이 말의 어원을 살펴보면 다음과 같습니다. 爆(터질 폭) + 發(쏠 발) = 爆發 
1083,1084,"""그 영화의 마지막 장면에서는 폭팔이 있었다."""," ""그 영화의 마지막 장면에서는 폭발이 있었다.""",0," ""폭팔"""," ""폭발"""," ""그 영화의 마지막 장면에서는 [폭발]이 있었다.""",2, '폭발'은 한자어입니다. 이 말의 어원을 살펴보면 다음과 같습니다. 爆(터질 폭) + 發(쏠 발) = 爆發 
1084,1085,"""엔진 결함이 폭팔의 원인이었다."""," ""엔진 결함이 폭발의 원인이었다.""",0," ""폭팔"""," ""폭발"""," ""엔진 결함이 [폭발]의 원인이었다.""",2, '폭발'은 한자어입니다. 이 말의 어원을 살펴보면 다음과 같습니다. 爆(터질 폭) + 發(쏠 발) = 爆發 
1085,1086,"""폭팔음이 귀를 울렸다."""," ""폭발음이 귀를 울렸다.""",0," ""폭팔음"""," ""폭발음"""," ""[폭발음]이 귀를 울렸다.""",2, '폭발'은 한자어입니다. 이 말의 어원을 살펴보면 다음과 같습니다. 爆(터질 폭) + 發(쏠 발) = 爆發 
1086,1087,"""폭팔음과 함께 건물이 흔들렸다."""," ""폭발음과 함께 건물이 흔들렸다.""",0," ""폭팔음"""," ""폭발음"""," ""[폭발음]과 함께 건물이 흔들렸다.""",2, '폭발'은 한자어입니다. 이 말의 어원을 살펴보면 다음과 같습니다. 爆(터질 폭) + 發(쏠 발) = 爆發 
1087,1088,"""꽃이 드디어 피였다."""," ""꽃이 드디어 피었다.""",0," ""피였다"""," ""피었다"""," ""꽃이 드디어 [피었다].""",2, '피다'는 자동사입니다. 따라서 목적어가 필요하지 않습니다. 그런데 '피이다'라는 말은 없습니다. 그러므로 '피이었다'도 있을 수 없습니다.
1088,1089,"""나무가 피였다가 지는 모습이 아름다웠다."""," ""나무가 피었다가 지는 모습이 아름다웠다.""",0," ""피였다가"""," ""피었다가"""," ""나무가 [피었다가] 지는 모습이 아름다웠다.""",2, '피다'는 자동사입니다. 따라서 목적어가 필요하지 않습니다. 그런데 '피이다'라는 말은 없습니다. 그러므로 '피이었다'도 있을 수 없습니다.
